,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
1,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,2.0
2,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,1.0
3,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
4,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,1.0
5,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,2.0
6,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
7,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,1.0
8,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,2.0
9,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,1.0
10,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
11,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
12,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,1.0
13,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
14,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,1.0
15,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,2.0
16,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
17,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,2.0
18,1.0,2.0,2.0,5.0,4.0,2.0,2.0,15.0,0.8,2.0
19,1.0,2.0,1.0,5.0,6.0,1.0,1.0,13.0,0.5,1.0
20,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,1.0
21,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,2.0
22,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,2.0
23,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,1.0
24,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,1.0
25,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,1.0
26,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,1.0
27,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
28,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
29,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
30,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,2.0
31,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
32,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
33,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,2.0
34,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
35,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,2.0
36,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,1.0
37,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
38,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,1.0
39,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,2.0
40,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
41,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
42,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
43,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
44,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,2.0
45,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,2.0
46,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
47,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
48,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,2.0
49,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,1.0
50,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
51,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
52,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
53,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,1.0
54,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
